,0
82,C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl
83,C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)F)(Cl)F
84,C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(F)F)(F)F
85,C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl
86,C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F
87,C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F
88,C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl
89,C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F
90,C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F
91,C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl
92,C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F
93,C(C(C(C(Cl)(Cl)Cl)(Cl)F)(F)F)(F)F
94,C(C(C(C(Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)Cl
95,C(C(C(C(Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)F
96,C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F
97,C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)Cl
98,C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)F
99,C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)F)(F)F
100,C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)F)(Cl)Cl
101,C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)F)(Cl)F
102,C(C(C(C(F)(F)Cl)(F)F)(F)F)(F)F
103,C(C(C(C(F)(F)Cl)(F)F)(F)F)(Cl)Cl
104,C(C(C(C(F)(F)Cl)(F)F)(F)F)(Cl)F
105,C(C(C(C(F)(F)Cl)(F)F)(Cl)Cl)(F)F
106,C(C(C(C(F)(F)Cl)(F)F)(Cl)Cl)(Cl)Cl
107,C(C(C(C(F)(F)Cl)(F)F)(Cl)Cl)(Cl)F
108,C(C(C(C(F)(F)Cl)(F)F)(Cl)F)(F)F
109,C(C(C(C(F)(F)Cl)(F)F)(Cl)F)(Cl)Cl
110,C(C(C(C(F)(F)Cl)(F)F)(Cl)F)(Cl)F
111,C(C(C(C(F)(F)Cl)(Cl)Cl)(F)F)(F)F
112,C(C(C(C(F)(F)Cl)(Cl)Cl)(F)F)(Cl)Cl
113,C(C(C(C(F)(F)Cl)(Cl)Cl)(F)F)(Cl)F
114,C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)Cl)(F)F
115,C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl
116,C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)Cl)(Cl)F
117,C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)F)(F)F
118,C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)F)(Cl)Cl
119,C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)F)(Cl)F
120,C(C(C(C(F)(F)Cl)(Cl)F)(F)F)(F)F
121,C(C(C(C(F)(F)Cl)(Cl)F)(F)F)(Cl)Cl
122,C(C(C(C(F)(F)Cl)(Cl)F)(F)F)(Cl)F
123,C(C(C(C(F)(F)Cl)(Cl)F)(Cl)Cl)(F)F
124,C(C(C(C(F)(F)Cl)(Cl)F)(Cl)Cl)(Cl)Cl
125,C(C(C(C(F)(F)Cl)(Cl)F)(Cl)Cl)(Cl)F
126,C(C(C(C(F)(F)Cl)(Cl)F)(Cl)F)(F)F
127,C(C(C(C(F)(F)Cl)(Cl)F)(Cl)F)(Cl)Cl
128,C(C(C(C(F)(F)Cl)(Cl)F)(Cl)F)(Cl)F
129,C(C(C(C(F)(Cl)Cl)(F)F)(F)F)(F)F
130,C(C(C(C(F)(Cl)Cl)(F)F)(F)F)(Cl)Cl
131,C(C(C(C(F)(Cl)Cl)(F)F)(F)F)(Cl)F
132,C(C(C(C(F)(Cl)Cl)(F)F)(Cl)Cl)(F)F
133,C(C(C(C(F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl
134,C(C(C(C(F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F
135,C(C(C(C(F)(Cl)Cl)(F)F)(Cl)F)(F)F
136,C(C(C(C(F)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl
137,C(C(C(C(F)(Cl)Cl)(F)F)(Cl)F)(Cl)F
138,C(C(C(C(F)(Cl)Cl)(Cl)Cl)(F)F)(F)F
139,C(C(C(C(F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl
140,C(C(C(C(F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F
141,C(C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F
142,C(C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl
143,C(C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F
144,C(C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F
145,C(C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl
146,C(C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F
147,C(C(C(C(F)(Cl)Cl)(Cl)F)(F)F)(F)F
148,C(C(C(C(F)(Cl)Cl)(Cl)F)(F)F)(Cl)Cl
149,C(C(C(C(F)(Cl)Cl)(Cl)F)(F)F)(Cl)F
150,C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F
151,C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)Cl
152,C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)F
153,C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)F)(F)F
154,C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)F)(Cl)Cl
155,C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)F)(Cl)F
156,C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
157,C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(Cl)Cl
158,C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(Cl)F
159,C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)Cl)(F)F
160,C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)Cl)(Cl)Cl
161,C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)Cl)(Cl)F
162,C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)F)(F)F
163,C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl
164,C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)F)(Cl)F
165,C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F
166,C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl
167,C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F
168,C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F
169,C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl
170,C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F
171,C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)F)(F)F
172,C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)F)(Cl)Cl
173,C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)F)(Cl)F
174,C(C(C(C(C(F)(F)F)(F)F)(Cl)F)(F)F)(F)F
175,C(C(C(C(C(F)(F)F)(F)F)(Cl)F)(F)F)(Cl)Cl
176,C(C(C(C(C(F)(F)F)(F)F)(Cl)F)(F)F)(Cl)F
177,C(C(C(C(C(F)(F)F)(F)F)(Cl)F)(Cl)Cl)(F)F
178,C(C(C(C(C(F)(F)F)(F)F)(Cl)F)(Cl)Cl)(Cl)Cl
179,C(C(C(C(C(F)(F)F)(F)F)(Cl)F)(Cl)Cl)(Cl)F
180,C(C(C(C(C(F)(F)F)(F)F)(Cl)F)(Cl)F)(F)F
181,C(C(C(C(C(F)(F)F)(F)F)(Cl)F)(Cl)F)(Cl)Cl
182,C(C(C(C(C(F)(F)F)(F)F)(Cl)F)(Cl)F)(Cl)F
183,C(C(C(C(C(F)(F)F)(Cl)Cl)(F)F)(F)F)(F)F
184,C(C(C(C(C(F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)Cl
185,C(C(C(C(C(F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)F
186,C(C(C(C(C(F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(F)F
187,C(C(C(C(C(F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl
188,C(C(C(C(C(F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F
189,C(C(C(C(C(F)(F)F)(Cl)Cl)(F)F)(Cl)F)(F)F
190,C(C(C(C(C(F)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl
191,C(C(C(C(C(F)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)F
192,C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(F)F
193,C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl
194,C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F
195,C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F
196,C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl
197,C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F
198,C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F
199,C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl
200,C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F
201,C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)F)(F)F)(F)F
202,C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)F)(F)F)(Cl)Cl
203,C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)F)(F)F)(Cl)F
204,C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F
205,C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)Cl
206,C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)F
207,C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)F)(Cl)F)(F)F
208,C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)F)(Cl)F)(Cl)Cl
209,C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)F)(Cl)F)(Cl)F
210,C(C(C(C(C(F)(F)F)(Cl)F)(F)F)(F)F)(F)F
211,C(C(C(C(C(F)(F)F)(Cl)F)(F)F)(F)F)(Cl)Cl
212,C(C(C(C(C(F)(F)F)(Cl)F)(F)F)(F)F)(Cl)F
213,C(C(C(C(C(F)(F)F)(Cl)F)(F)F)(Cl)Cl)(F)F
214,C(C(C(C(C(F)(F)F)(Cl)F)(F)F)(Cl)Cl)(Cl)Cl
215,C(C(C(C(C(F)(F)F)(Cl)F)(F)F)(Cl)Cl)(Cl)F
216,C(C(C(C(C(F)(F)F)(Cl)F)(F)F)(Cl)F)(F)F
217,C(C(C(C(C(F)(F)F)(Cl)F)(F)F)(Cl)F)(Cl)Cl
218,C(C(C(C(C(F)(F)F)(Cl)F)(F)F)(Cl)F)(Cl)F
219,C(C(C(C(C(F)(F)F)(Cl)F)(Cl)Cl)(F)F)(F)F
220,C(C(C(C(C(F)(F)F)(Cl)F)(Cl)Cl)(F)F)(Cl)Cl
221,C(C(C(C(C(F)(F)F)(Cl)F)(Cl)Cl)(F)F)(Cl)F
222,C(C(C(C(C(F)(F)F)(Cl)F)(Cl)Cl)(Cl)Cl)(F)F
223,C(C(C(C(C(F)(F)F)(Cl)F)(Cl)Cl)(Cl)Cl)(Cl)Cl
224,C(C(C(C(C(F)(F)F)(Cl)F)(Cl)Cl)(Cl)Cl)(Cl)F
225,C(C(C(C(C(F)(F)F)(Cl)F)(Cl)Cl)(Cl)F)(F)F
226,C(C(C(C(C(F)(F)F)(Cl)F)(Cl)Cl)(Cl)F)(Cl)Cl
227,C(C(C(C(C(F)(F)F)(Cl)F)(Cl)Cl)(Cl)F)(Cl)F
228,C(C(C(C(C(F)(F)F)(Cl)F)(Cl)F)(F)F)(F)F
229,C(C(C(C(C(F)(F)F)(Cl)F)(Cl)F)(F)F)(Cl)Cl
230,C(C(C(C(C(F)(F)F)(Cl)F)(Cl)F)(F)F)(Cl)F
231,C(C(C(C(C(F)(F)F)(Cl)F)(Cl)F)(Cl)Cl)(F)F
232,C(C(C(C(C(F)(F)F)(Cl)F)(Cl)F)(Cl)Cl)(Cl)Cl
233,C(C(C(C(C(F)(F)F)(Cl)F)(Cl)F)(Cl)Cl)(Cl)F
234,C(C(C(C(C(F)(F)F)(Cl)F)(Cl)F)(Cl)F)(F)F
235,C(C(C(C(C(F)(F)F)(Cl)F)(Cl)F)(Cl)F)(Cl)Cl
236,C(C(C(C(C(F)(F)F)(Cl)F)(Cl)F)(Cl)F)(Cl)F
237,C(C(C(C(C(Cl)(Cl)Cl)(F)F)(F)F)(F)F)(F)F
238,C(C(C(C(C(Cl)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)Cl
239,C(C(C(C(C(Cl)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)F
240,C(C(C(C(C(Cl)(Cl)Cl)(F)F)(F)F)(Cl)Cl)(F)F
241,C(C(C(C(C(Cl)(Cl)Cl)(F)F)(F)F)(Cl)Cl)(Cl)Cl
242,C(C(C(C(C(Cl)(Cl)Cl)(F)F)(F)F)(Cl)Cl)(Cl)F
243,C(C(C(C(C(Cl)(Cl)Cl)(F)F)(F)F)(Cl)F)(F)F
244,C(C(C(C(C(Cl)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl
245,C(C(C(C(C(Cl)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)F
246,C(C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(F)F
247,C(C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(Cl)Cl
248,C(C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(Cl)F
249,C(C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(F)F
250,C(C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl
251,C(C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F
252,C(C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F)(F)F
253,C(C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F)(Cl)Cl
254,C(C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F)(Cl)F
255,C(C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)F)(F)F)(F)F
256,C(C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)F)(F)F)(Cl)Cl
257,C(C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)F)(F)F)(Cl)F
258,C(C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl)(F)F
259,C(C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl)(Cl)Cl
260,C(C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl)(Cl)F
261,C(C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)F)(Cl)F)(F)F
262,C(C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)F)(Cl)F)(Cl)Cl
263,C(C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)F)(Cl)F)(Cl)F
264,C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(F)F
265,C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(Cl)Cl
266,C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(Cl)F
267,C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl)(F)F
268,C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl
269,C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F
270,C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F)(F)F
271,C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl
272,C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F)(Cl)F
273,C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F)(F)F
274,C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl
275,C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F
276,C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F
277,C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl
278,C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F
279,C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F
280,C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl
281,C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F
282,C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(F)F
283,C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)Cl
284,C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)F
285,C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F
286,C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)Cl
287,C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)F
288,C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F)(F)F
289,C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F)(Cl)Cl
290,C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F)(Cl)F
291,C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(F)F)(F)F)(F)F
292,C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(F)F)(F)F)(Cl)Cl
293,C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(F)F)(F)F)(Cl)F
294,C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)Cl)(F)F
295,C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)Cl)(Cl)Cl
296,C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)Cl)(Cl)F
297,C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)F)(F)F
298,C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)F)(Cl)Cl
299,C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)F)(Cl)F
300,C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F)(F)F
301,C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F)(Cl)Cl
302,C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F)(Cl)F
303,C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)Cl)(F)F
304,C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)Cl)(Cl)Cl
305,C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)Cl)(Cl)F
306,C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)F)(F)F
307,C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)F)(Cl)Cl
308,C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)F)(Cl)F
309,C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)F)(F)F)(F)F
310,C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)F)(F)F)(Cl)Cl
311,C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)F)(F)F)(Cl)F
312,C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)F)(Cl)Cl)(F)F
313,C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)F)(Cl)Cl)(Cl)Cl
314,C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)F)(Cl)Cl)(Cl)F
315,C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)F)(Cl)F)(F)F
316,C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)F)(Cl)F)(Cl)Cl
317,C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)F)(Cl)F)(Cl)F
